# Day of week,Month,Reason_1,Reason_2,Reason_3,Reason_4,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
2.0,6.0,1.0,0.0,0.0,0.0,1.0,13.,50.,377,31.,1.0,1.0,0.0,80.
3.0,6.0,0.0,0.0,0.0,1.0,1.0,49.,36.,377,21.,1.0,2.0,4.0,8.0
4.0,6.0,1.0,0.0,0.0,0.0,1.0,51.,38.,377,31.,1.0,0.0,0.0,2.0
7.0,6.0,0.0,0.0,0.0,1.0,1.0,48.,49.,377,36.,1.0,0.0,2.0,2.0
3.0,6.0,0.0,0.0,0.0,1.0,1.0,26.,28.,377,24.,1.0,1.0,2.0,2.0
6.0,7.0,0.0,0.0,1.0,0.0,1.0,12.,34.,275,25.,1.0,2.0,0.0,16.
7.0,7.0,1.0,0.0,0.0,0.0,1.0,13.,50.,275,31.,1.0,1.0,0.0,8.0
2.0,7.0,1.0,0.0,0.0,0.0,1.0,10.,37.,275,28.,1.0,0.0,0.0,8.0
2.0,7.0,0.0,0.0,0.0,1.0,1.0,10.,37.,275,28.,1.0,0.0,0.0,4.0
6.0,7.0,0.0,0.0,0.0,1.0,1.0,16.,28.,275,25.,2.0,0.0,0.0,8.0
1.0,7.0,0.0,0.0,1.0,0.0,1.0,26.,30.,275,19.,3.0,0.0,0.0,8.0
2.0,7.0,0.0,0.0,0.0,1.0,1.0,12.,34.,275,25.,1.0,2.0,0.0,2.0
5.0,7.0,1.0,0.0,0.0,0.0,1.0,16.,28.,275,25.,2.0,0.0,0.0,8.0
6.0,7.0,1.0,0.0,0.0,0.0,1.0,16.,28.,275,25.,2.0,0.0,0.0,8.0
5.0,7.0,0.0,0.0,0.0,1.0,1.0,27.,29.,275,22.,1.0,0.0,0.0,3.0
6.0,7.0,0.0,0.0,0.0,1.0,1.0,52.,28.,275,27.,1.0,1.0,4.0,8.0
7.0,7.0,0.0,0.0,0.0,1.0,1.0,36.,33.,275,30.,1.0,2.0,1.0,8.0
1.0,7.0,0.0,0.0,0.0,1.0,1.0,51.,38.,275,31.,1.0,0.0,0.0,8.0
5.0,7.0,0.0,0.0,1.0,0.0,1.0,36.,33.,275,30.,1.0,2.0,1.0,32.
1.0,7.0,0.0,0.0,1.0,0.0,1.0,36.,33.,275,30.,1.0,2.0,1.0,8.0
1.0,7.0,0.0,0.0,0.0,0.0,1.0,50.,36.,275,23.,1.0,4.0,0.0,0.0
5.0,8.0,0.0,0.0,1.0,0.0,1.0,36.,33.,265,30.,1.0,2.0,1.0,8.0
5.0,8.0,0.0,0.0,1.0,0.0,1.0,27.,29.,265,22.,1.0,0.0,0.0,3.0
1.0,8.0,0.0,0.0,0.0,1.0,1.0,36.,33.,265,30.,1.0,2.0,1.0,1.0
2.0,8.0,0.0,0.0,1.0,0.0,1.0,14.,58.,265,22.,1.0,2.0,1.0,8.0
4.0,8.0,1.0,0.0,0.0,0.0,1.0,26.,43.,265,25.,1.0,2.0,1.0,1.0
4.0,8.0,1.0,0.0,0.0,0.0,1.0,26.,43.,265,25.,1.0,2.0,1.0,2.0
5.0,8.0,0.0,0.0,0.0,1.0,1.0,50.,36.,265,23.,1.0,4.0,0.0,4.0
2.0,8.0,0.0,0.0,0.0,1.0,1.0,36.,33.,265,30.,1.0,2.0,1.0,4.0
3.0,8.0,0.0,0.0,0.0,1.0,1.0,25.,47.,265,32.,1.0,2.0,1.0,1.0
4.0,8.0,1.0,0.0,0.0,0.0,1.0,11.,33.,265,25.,2.0,0.0,0.0,8.0
4.0,8.0,0.0,0.0,0.0,1.0,1.0,26.,30.,265,19.,3.0,0.0,0.0,1.0
4.0,8.0,1.0,0.0,0.0,0.0,1.0,13.,50.,265,31.,1.0,1.0,0.0,3.0
1.0,8.0,0.0,0.0,0.0,1.0,1.0,25.,47.,265,32.,1.0,2.0,1.0,2.0
2.0,8.0,0.0,0.0,0.0,1.0,1.0,11.,37.,265,29.,3.0,1.0,1.0,1.0
4.0,8.0,0.0,0.0,0.0,1.0,1.0,13.,50.,265,31.,1.0,1.0,0.0,1.0
4.0,8.0,0.0,0.0,1.0,0.0,1.0,11.,37.,265,29.,3.0,1.0,1.0,8.0
2.0,8.0,1.0,0.0,0.0,0.0,1.0,52.,28.,265,27.,1.0,1.0,4.0,8.0
3.0,8.0,1.0,0.0,0.0,0.0,1.0,42.,27.,265,21.,1.0,0.0,0.0,8.0
6.0,9.0,1.0,0.0,0.0,0.0,1.0,51.,38.,294,31.,1.0,0.0,0.0,8.0
3.0,9.0,0.0,0.0,0.0,1.0,1.0,51.,38.,294,31.,1.0,0.0,0.0,3.0
1.0,9.0,0.0,0.0,1.0,0.0,1.0,36.,33.,294,30.,1.0,2.0,1.0,24.
2.0,9.0,0.0,0.0,0.0,0.0,1.0,20.,43.,294,38.,1.0,1.0,0.0,0.0
6.0,9.0,1.0,0.0,0.0,0.0,1.0,25.,41.,294,23.,1.0,0.0,0.0,16.
7.0,9.0,0.0,0.0,0.0,1.0,1.0,31.,40.,294,25.,1.0,1.0,1.0,3.0
7.0,9.0,0.0,0.0,0.0,0.0,1.0,35.,39.,294,35.,1.0,2.0,2.0,0.0
7.0,9.0,0.0,0.0,0.0,0.0,1.0,50.,32.,294,23.,1.0,0.0,0.0,0.0
1.0,9.0,1.0,0.0,0.0,0.0,1.0,51.,38.,294,31.,1.0,0.0,0.0,8.0
1.0,9.0,1.0,0.0,0.0,0.0,1.0,25.,41.,294,23.,1.0,0.0,0.0,32.
2.0,9.0,0.0,0.0,0.0,1.0,1.0,51.,38.,294,31.,1.0,0.0,0.0,1.0
3.0,9.0,0.0,0.0,0.0,1.0,1.0,31.,40.,294,25.,1.0,1.0,1.0,4.0
3.0,9.0,0.0,0.0,0.0,1.0,1.0,50.,36.,294,23.,1.0,4.0,0.0,4.0
1.0,9.0,0.0,0.0,0.0,1.0,1.0,20.,43.,294,38.,1.0,1.0,0.0,8.0
2.0,9.0,0.0,0.0,0.0,1.0,1.0,13.,50.,294,31.,1.0,1.0,0.0,1.0
2.0,9.0,0.0,0.0,0.0,0.0,1.0,20.,43.,294,38.,1.0,1.0,0.0,0.0
3.0,9.0,0.0,0.0,0.0,1.0,1.0,31.,40.,294,25.,1.0,1.0,1.0,3.0
6.0,9.0,1.0,0.0,0.0,0.0,1.0,31.,40.,294,25.,1.0,1.0,1.0,40.
6.0,9.0,1.0,0.0,0.0,0.0,1.0,51.,38.,294,31.,1.0,0.0,0.0,8.0
6.0,10.,0.0,0.0,0.0,1.0,1.0,36.,33.,265,30.,1.0,2.0,1.0,8.0
6.0,10.,0.0,0.0,0.0,1.0,1.0,11.,37.,265,29.,3.0,1.0,1.0,4.0
6.0,10.,0.0,0.0,0.0,1.0,1.0,36.,33.,265,30.,1.0,2.0,1.0,8.0
7.0,10.,0.0,0.0,0.0,1.0,1.0,36.,33.,265,30.,1.0,2.0,1.0,8.0
7.0,10.,0.0,0.0,0.0,0.0,1.0,13.,50.,265,31.,1.0,1.0,0.0,0.0
7.0,10.,0.0,0.0,0.0,0.0,1.0,25.,47.,265,32.,1.0,2.0,1.0,0.0
6.0,10.,1.0,0.0,0.0,0.0,1.0,26.,30.,265,19.,3.0,0.0,0.0,8.0
6.0,10.,1.0,0.0,0.0,0.0,1.0,10.,37.,265,28.,1.0,0.0,0.0,3.0
6.0,10.,0.0,0.0,0.0,1.0,1.0,17.,31.,265,25.,1.0,3.0,0.0,8.0
1.0,10.,0.0,0.0,0.0,1.0,1.0,51.,38.,265,31.,1.0,0.0,0.0,1.0
1.0,10.,1.0,0.0,0.0,0.0,1.0,26.,30.,265,19.,3.0,0.0,0.0,64.
1.0,10.,0.0,0.0,0.0,0.0,1.0,20.,43.,265,38.,1.0,1.0,0.0,0.0
2.0,10.,0.0,0.0,1.0,0.0,1.0,36.,33.,265,30.,1.0,2.0,1.0,16.
3.0,10.,0.0,0.0,0.0,1.0,1.0,50.,36.,265,23.,1.0,4.0,0.0,3.0
3.0,10.,0.0,0.0,0.0,0.0,1.0,20.,43.,265,38.,1.0,1.0,0.0,0.0
6.0,10.,0.0,0.0,0.0,1.0,1.0,20.,43.,265,38.,1.0,1.0,0.0,2.0
6.0,10.,0.0,0.0,0.0,1.0,1.0,20.,43.,265,38.,1.0,1.0,0.0,2.0
7.0,10.,0.0,0.0,0.0,1.0,1.0,13.,50.,265,31.,1.0,1.0,0.0,1.0
7.0,10.,0.0,0.0,0.0,1.0,1.0,31.,40.,265,25.,1.0,1.0,1.0,4.0
2.0,10.,0.0,0.0,0.0,1.0,1.0,26.,30.,265,19.,3.0,0.0,0.0,16.
2.0,10.,0.0,0.0,0.0,1.0,1.0,13.,50.,265,31.,1.0,1.0,0.0,1.0
6.0,10.,1.0,0.0,0.0,0.0,1.0,52.,28.,265,27.,1.0,1.0,4.0,8.0
7.0,10.,0.0,0.0,0.0,0.0,1.0,50.,36.,265,23.,1.0,4.0,0.0,0.0
7.0,10.,0.0,0.0,0.0,0.0,1.0,31.,40.,265,25.,1.0,1.0,1.0,0.0
7.0,10.,0.0,0.0,0.0,0.0,1.0,27.,29.,265,22.,1.0,0.0,0.0,0.0
1.0,10.,1.0,0.0,0.0,0.0,1.0,26.,30.,265,19.,3.0,0.0,0.0,5.0
1.0,10.,1.0,0.0,0.0,0.0,1.0,26.,30.,265,19.,3.0,0.0,0.0,5.0
2.0,10.,0.0,0.0,0.0,1.0,1.0,13.,50.,265,31.,1.0,1.0,0.0,1.0
1.0,11.,1.0,0.0,0.0,0.0,1.0,10.,37.,284,28.,1.0,0.0,0.0,8.0
1.0,11.,0.0,0.0,0.0,1.0,1.0,25.,47.,284,32.,1.0,2.0,1.0,2.0
2.0,11.,1.0,0.0,0.0,0.0,1.0,51.,38.,284,31.,1.0,0.0,0.0,8.0
5.0,11.,0.0,0.0,0.0,1.0,1.0,50.,36.,284,23.,1.0,4.0,0.0,3.0
1.0,11.,0.0,0.0,0.0,1.0,1.0,31.,40.,284,25.,1.0,1.0,1.0,1.0
1.0,11.,1.0,0.0,0.0,0.0,1.0,49.,36.,284,21.,1.0,2.0,4.0,8.0
1.0,11.,1.0,0.0,0.0,0.0,1.0,12.,34.,284,25.,1.0,2.0,0.0,120
1.0,11.,0.0,0.0,0.0,1.0,1.0,20.,43.,284,38.,1.0,1.0,0.0,8.0
2.0,11.,0.0,0.0,0.0,0.0,1.0,16.,28.,284,25.,2.0,0.0,0.0,0.0
3.0,11.,0.0,0.0,1.0,0.0,1.0,11.,37.,284,29.,3.0,1.0,1.0,1.0
3.0,11.,1.0,0.0,0.0,0.0,1.0,10.,37.,284,28.,1.0,0.0,0.0,3.0
4.0,11.,0.0,0.0,0.0,1.0,1.0,11.,37.,284,29.,3.0,1.0,1.0,2.0
4.0,11.,0.0,0.0,0.0,1.0,1.0,51.,38.,284,31.,1.0,0.0,0.0,3.0
5.0,11.,1.0,0.0,0.0,0.0,1.0,25.,41.,284,23.,1.0,0.0,0.0,8.0
5.0,11.,1.0,0.0,0.0,0.0,1.0,31.,40.,284,25.,1.0,1.0,1.0,4.0
1.0,11.,1.0,0.0,0.0,0.0,1.0,25.,41.,284,23.,1.0,0.0,0.0,8.0
2.0,11.,0.0,0.0,0.0,1.0,1.0,51.,38.,284,31.,1.0,0.0,0.0,1.0
3.0,11.,1.0,0.0,0.0,0.0,1.0,50.,36.,284,23.,1.0,4.0,0.0,8.0
5.0,11.,0.0,1.0,0.0,0.0,1.0,50.,36.,284,23.,1.0,4.0,0.0,8.0
5.0,11.,0.0,0.0,0.0,0.0,1.0,49.,36.,284,21.,1.0,2.0,4.0,0.0
2.0,11.,0.0,0.0,0.0,0.0,1.0,5.0,39.,284,24.,1.0,2.0,0.0,0.0
4.0,11.,0.0,0.0,0.0,1.0,1.0,51.,38.,284,31.,1.0,0.0,0.0,1.0
6.0,12.,1.0,0.0,0.0,0.0,1.0,26.,28.,236,24.,1.0,1.0,2.0,3.0
6.0,12.,0.0,0.0,0.0,1.0,1.0,51.,38.,236,31.,1.0,0.0,0.0,2.0
6.0,12.,0.0,0.0,0.0,1.0,1.0,51.,38.,236,31.,1.0,0.0,0.0,1.0
6.0,12.,0.0,0.0,0.0,1.0,1.0,11.,37.,236,29.,3.0,1.0,1.0,3.0
7.0,12.,0.0,0.0,0.0,1.0,1.0,13.,50.,236,31.,1.0,1.0,0.0,1.0
3.0,12.,0.0,0.0,0.0,1.0,1.0,50.,36.,236,23.,1.0,4.0,0.0,4.0
2.0,12.,1.0,0.0,0.0,0.0,1.0,25.,41.,236,23.,1.0,0.0,0.0,8.0
2.0,12.,0.0,0.0,0.0,1.0,1.0,51.,38.,236,31.,1.0,0.0,0.0,1.0
3.0,12.,0.0,0.0,0.0,1.0,1.0,51.,38.,236,31.,1.0,0.0,0.0,1.0
7.0,12.,0.0,0.0,0.0,1.0,1.0,26.,30.,236,19.,3.0,0.0,0.0,1.0
7.0,12.,0.0,0.0,0.0,1.0,1.0,10.,37.,236,28.,1.0,0.0,0.0,8.0
2.0,12.,0.0,0.0,0.0,1.0,1.0,11.,37.,236,29.,3.0,1.0,1.0,2.0
3.0,12.,0.0,0.0,0.0,1.0,1.0,51.,38.,236,31.,1.0,0.0,0.0,1.0
7.0,12.,1.0,0.0,0.0,0.0,1.0,20.,43.,236,38.,1.0,1.0,0.0,8.0
7.0,12.,1.0,0.0,0.0,0.0,1.0,11.,37.,236,29.,3.0,1.0,1.0,4.0
1.0,12.,0.0,0.0,0.0,1.0,1.0,50.,36.,236,23.,1.0,4.0,0.0,8.0
6.0,12.,0.0,0.0,0.0,1.0,1.0,27.,29.,236,22.,1.0,0.0,0.0,2.0
6.0,12.,0.0,0.0,0.0,1.0,1.0,51.,38.,236,31.,1.0,0.0,0.0,3.0
6.0,12.,0.0,0.0,1.0,0.0,1.0,36.,33.,236,30.,1.0,2.0,1.0,8.0
5.0,1.0,0.0,0.0,0.0,1.0,1.0,26.,28.,330,24.,1.0,1.0,2.0,5.0
3.0,1.0,0.0,0.0,1.0,0.0,1.0,10.,37.,330,28.,1.0,0.0,0.0,32.
3.0,1.0,0.0,0.0,0.0,1.0,1.0,12.,34.,330,25.,1.0,2.0,0.0,2.0
4.0,1.0,1.0,0.0,0.0,0.0,1.0,11.,37.,330,29.,3.0,1.0,1.0,1.0
4.0,1.0,0.0,0.0,0.0,1.0,1.0,12.,34.,330,25.,1.0,2.0,0.0,4.0
3.0,1.0,0.0,0.0,0.0,1.0,1.0,36.,33.,330,30.,1.0,2.0,1.0,8.0
5.0,1.0,1.0,0.0,0.0,0.0,1.0,31.,40.,330,25.,1.0,1.0,1.0,8.0
3.0,1.0,0.0,0.0,0.0,1.0,1.0,20.,43.,330,38.,1.0,1.0,0.0,8.0
3.0,1.0,0.0,0.0,0.0,1.0,1.0,13.,50.,330,31.,1.0,1.0,0.0,4.0
5.0,1.0,0.0,0.0,0.0,1.0,1.0,51.,38.,330,31.,1.0,0.0,0.0,1.0
7.0,1.0,0.0,0.0,0.0,1.0,1.0,51.,38.,330,31.,1.0,0.0,0.0,1.0
1.0,2.0,0.0,0.0,0.0,1.0,1.0,10.,37.,251,28.,1.0,0.0,0.0,2.0
2.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,3.0
2.0,2.0,1.0,0.0,0.0,0.0,1.0,26.,28.,251,24.,1.0,1.0,2.0,1.0
4.0,2.0,0.0,0.0,0.0,1.0,1.0,36.,33.,251,30.,1.0,2.0,1.0,3.0
4.0,2.0,0.0,0.0,0.0,1.0,1.0,50.,36.,251,23.,1.0,4.0,0.0,3.0
4.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,3.0
7.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,2.0
2.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,3.0
3.0,2.0,1.0,0.0,0.0,0.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,8.0
3.0,2.0,0.0,0.0,0.0,1.0,1.0,25.,41.,251,23.,1.0,0.0,0.0,8.0
4.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,3.0
7.0,2.0,0.0,0.0,0.0,1.0,1.0,29.,33.,251,25.,1.0,2.0,2.0,8.0
7.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,3.0
1.0,2.0,0.0,0.0,0.0,1.0,1.0,25.,41.,251,23.,1.0,0.0,0.0,2.0
1.0,2.0,0.0,0.0,0.0,1.0,1.0,31.,40.,251,25.,1.0,1.0,1.0,2.0
2.0,2.0,1.0,0.0,0.0,0.0,1.0,27.,29.,251,22.,1.0,0.0,0.0,16.
2.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,3.0
4.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,3.0
4.0,2.0,1.0,0.0,0.0,0.0,1.0,25.,41.,251,23.,1.0,0.0,0.0,24.
2.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,3.0
4.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,251,31.,1.0,0.0,0.0,3.0
1.0,3.0,0.0,0.0,1.0,0.0,1.0,10.,37.,244,28.,1.0,0.0,0.0,8.0
2.0,3.0,0.0,0.0,1.0,0.0,1.0,25.,41.,244,23.,1.0,0.0,0.0,16.
4.0,3.0,0.0,0.0,0.0,1.0,1.0,25.,41.,244,23.,1.0,0.0,0.0,2.0
4.0,3.0,0.0,0.0,0.0,1.0,1.0,50.,36.,244,23.,1.0,4.0,0.0,4.0
7.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,244,31.,1.0,0.0,0.0,2.0
7.0,3.0,0.0,0.0,0.0,1.0,1.0,11.,37.,244,29.,3.0,1.0,1.0,8.0
1.0,3.0,0.0,0.0,0.0,1.0,1.0,22.,40.,244,22.,2.0,2.0,0.0,8.0
1.0,3.0,0.0,0.0,0.0,1.0,1.0,49.,36.,244,21.,1.0,2.0,4.0,8.0
7.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,244,31.,1.0,0.0,0.0,16.
2.0,3.0,0.0,0.0,0.0,1.0,1.0,52.,28.,244,27.,1.0,1.0,4.0,8.0
2.0,3.0,0.0,0.0,0.0,0.0,1.0,17.,31.,244,25.,1.0,3.0,0.0,0.0
3.0,3.0,0.0,0.0,1.0,0.0,1.0,11.,37.,244,29.,3.0,1.0,1.0,8.0
4.0,3.0,0.0,0.0,0.0,1.0,1.0,13.,50.,244,31.,1.0,1.0,0.0,2.0
1.0,3.0,1.0,0.0,0.0,0.0,1.0,13.,50.,244,31.,1.0,1.0,0.0,3.0
2.0,3.0,1.0,0.0,0.0,0.0,1.0,13.,50.,244,31.,1.0,1.0,0.0,8.0
3.0,3.0,0.0,0.0,0.0,0.0,1.0,11.,37.,244,29.,3.0,1.0,1.0,0.0
3.0,3.0,0.0,0.0,0.0,0.0,1.0,25.,41.,244,23.,1.0,0.0,0.0,0.0
3.0,3.0,0.0,0.0,0.0,0.0,1.0,13.,50.,244,31.,1.0,1.0,0.0,0.0
4.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,244,31.,1.0,0.0,0.0,8.0
4.0,3.0,0.0,0.0,0.0,1.0,1.0,36.,33.,244,30.,1.0,2.0,1.0,8.0
7.0,3.0,0.0,0.0,1.0,0.0,1.0,50.,36.,244,23.,1.0,4.0,0.0,8.0
1.0,3.0,0.0,0.0,0.0,1.0,1.0,25.,41.,244,23.,1.0,0.0,0.0,2.0
6.0,4.0,0.0,0.0,0.0,1.0,1.0,51.,38.,239,31.,1.0,0.0,0.0,4.0
1.0,4.0,0.0,0.0,0.0,1.0,1.0,50.,36.,239,23.,1.0,4.0,0.0,3.0
1.0,4.0,0.0,0.0,0.0,1.0,1.0,16.,28.,239,25.,2.0,0.0,0.0,4.0
4.0,4.0,0.0,0.0,0.0,1.0,1.0,17.,31.,239,25.,1.0,3.0,0.0,4.0
4.0,4.0,0.0,0.0,0.0,1.0,1.0,25.,47.,239,32.,1.0,2.0,1.0,4.0
6.0,4.0,0.0,0.0,0.0,1.0,1.0,16.,28.,239,25.,2.0,0.0,0.0,8.0
6.0,4.0,0.0,0.0,0.0,1.0,1.0,51.,38.,239,31.,1.0,0.0,0.0,8.0
4.0,4.0,0.0,0.0,0.0,1.0,1.0,13.,50.,239,31.,1.0,1.0,0.0,1.0
6.0,4.0,1.0,0.0,0.0,0.0,1.0,13.,50.,239,31.,1.0,1.0,0.0,120
1.0,4.0,0.0,0.0,0.0,1.0,1.0,26.,43.,239,25.,1.0,2.0,1.0,8.0
1.0,4.0,0.0,0.0,0.0,1.0,1.0,50.,36.,239,23.,1.0,4.0,0.0,4.0
4.0,4.0,0.0,0.0,0.0,1.0,1.0,51.,38.,239,31.,1.0,0.0,0.0,4.0
6.0,4.0,1.0,0.0,0.0,0.0,1.0,10.,37.,239,28.,1.0,0.0,0.0,2.0
2.0,5.0,1.0,0.0,0.0,0.0,1.0,20.,43.,246,38.,1.0,1.0,0.0,16.
4.0,5.0,0.0,0.0,0.0,1.0,1.0,25.,47.,246,32.,1.0,2.0,1.0,2.0
2.0,5.0,1.0,0.0,0.0,0.0,1.0,17.,31.,246,25.,1.0,3.0,0.0,8.0
4.0,5.0,0.0,0.0,0.0,1.0,1.0,26.,30.,246,19.,3.0,0.0,0.0,3.0
4.0,5.0,0.0,0.0,0.0,1.0,1.0,51.,38.,246,31.,1.0,0.0,0.0,4.0
5.0,5.0,0.0,0.0,0.0,1.0,1.0,52.,28.,246,27.,1.0,1.0,4.0,1.0
6.0,5.0,0.0,0.0,0.0,1.0,1.0,50.,36.,246,23.,1.0,4.0,0.0,3.0
2.0,5.0,1.0,0.0,0.0,0.0,1.0,22.,40.,246,22.,2.0,2.0,0.0,2.0
2.0,5.0,1.0,0.0,0.0,0.0,1.0,22.,40.,246,22.,2.0,2.0,0.0,3.0
4.0,5.0,0.0,0.0,1.0,0.0,1.0,14.,58.,246,22.,1.0,2.0,1.0,8.0
4.0,5.0,0.0,0.0,0.0,1.0,1.0,26.,28.,246,24.,1.0,1.0,2.0,3.0
6.0,5.0,1.0,0.0,0.0,0.0,1.0,16.,28.,246,25.,2.0,0.0,0.0,8.0
2.0,5.0,0.0,0.0,0.0,1.0,1.0,26.,30.,246,19.,3.0,0.0,0.0,2.0
2.0,5.0,0.0,0.0,0.0,1.0,1.0,10.,37.,246,28.,1.0,0.0,0.0,1.0
2.0,5.0,1.0,0.0,0.0,0.0,1.0,11.,37.,246,29.,3.0,1.0,1.0,8.0
4.0,5.0,0.0,0.0,0.0,1.0,1.0,26.,30.,246,19.,3.0,0.0,0.0,3.0
6.0,6.0,0.0,0.0,0.0,1.0,1.0,10.,37.,253,28.,1.0,0.0,0.0,3.0
6.0,6.0,0.0,0.0,0.0,1.0,1.0,51.,38.,253,31.,1.0,0.0,0.0,3.0
7.0,6.0,0.0,0.0,0.0,1.0,1.0,10.,37.,253,28.,1.0,0.0,0.0,2.0
2.0,6.0,0.0,0.0,0.0,1.0,1.0,26.,28.,253,24.,1.0,1.0,2.0,4.0
3.0,6.0,0.0,0.0,0.0,1.0,1.0,50.,36.,253,23.,1.0,4.0,0.0,4.0
3.0,6.0,0.0,0.0,0.0,0.0,1.0,51.,38.,253,31.,1.0,0.0,0.0,0.0
6.0,6.0,1.0,0.0,0.0,0.0,1.0,31.,40.,253,25.,1.0,1.0,1.0,40.
6.0,6.0,0.0,0.0,0.0,1.0,1.0,51.,38.,253,31.,1.0,0.0,0.0,24.
7.0,6.0,0.0,0.0,0.0,1.0,1.0,25.,41.,253,23.,1.0,0.0,0.0,3.0
6.0,6.0,0.0,0.0,0.0,1.0,1.0,51.,38.,253,31.,1.0,0.0,0.0,4.0
7.0,6.0,0.0,0.0,0.0,1.0,1.0,20.,43.,253,38.,1.0,1.0,0.0,8.0
6.0,6.0,0.0,0.0,0.0,1.0,1.0,51.,38.,253,31.,1.0,0.0,0.0,2.0
1.0,6.0,0.0,0.0,0.0,1.0,1.0,26.,28.,253,24.,1.0,1.0,2.0,2.0
1.0,6.0,0.0,0.0,0.0,1.0,1.0,13.,50.,253,31.,1.0,1.0,0.0,2.0
1.0,6.0,1.0,0.0,0.0,0.0,1.0,51.,38.,253,31.,1.0,0.0,0.0,8.0
1.0,6.0,0.0,0.0,1.0,0.0,1.0,26.,30.,253,19.,3.0,0.0,0.0,2.0
3.0,6.0,0.0,0.0,0.0,1.0,1.0,25.,41.,253,23.,1.0,0.0,0.0,2.0
7.0,6.0,1.0,0.0,0.0,0.0,1.0,16.,28.,253,25.,2.0,0.0,0.0,1.0
7.0,6.0,1.0,0.0,0.0,0.0,1.0,11.,37.,253,29.,3.0,1.0,1.0,8.0
7.0,7.0,0.0,0.0,0.0,1.0,1.0,26.,30.,230,19.,3.0,0.0,0.0,2.0
7.0,7.0,0.0,0.0,0.0,1.0,1.0,26.,28.,230,24.,1.0,1.0,2.0,4.0
1.0,7.0,1.0,0.0,0.0,0.0,1.0,50.,36.,230,23.,1.0,4.0,0.0,8.0
4.0,7.0,1.0,0.0,0.0,0.0,1.0,11.,33.,230,25.,2.0,0.0,0.0,8.0
1.0,7.0,0.0,0.0,0.0,1.0,1.0,16.,28.,230,25.,2.0,0.0,0.0,8.0
