# Day of week,Month,Reason_1,Reason_2,Reason_3,Reason_4,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
1.0,7.0,0.0,0.0,0.0,1.0,1.0,10.,37.,230,28.,1.0,0.0,0.0,8.0
4.0,7.0,0.0,0.0,0.0,1.0,1.0,50.,36.,230,23.,1.0,4.0,0.0,4.0
5.0,7.0,0.0,0.0,0.0,1.0,1.0,10.,37.,230,28.,1.0,0.0,0.0,8.0
4.0,7.0,0.0,1.0,0.0,0.0,1.0,26.,43.,230,25.,1.0,2.0,1.0,8.0
4.0,7.0,0.0,0.0,0.0,1.0,1.0,29.,48.,230,33.,1.0,1.0,5.0,1.0
5.0,7.0,0.0,0.0,0.0,1.0,1.0,25.,41.,230,23.,1.0,0.0,0.0,2.0
5.0,7.0,1.0,0.0,0.0,0.0,1.0,26.,28.,230,24.,1.0,1.0,2.0,112
5.0,7.0,0.0,0.0,0.0,1.0,1.0,51.,38.,230,31.,1.0,0.0,0.0,1.0
1.0,7.0,0.0,0.0,0.0,1.0,1.0,13.,50.,230,31.,1.0,1.0,0.0,1.0
1.0,7.0,0.0,0.0,0.0,1.0,1.0,52.,28.,230,27.,1.0,1.0,4.0,8.0
4.0,7.0,0.0,0.0,0.0,1.0,1.0,36.,33.,230,30.,1.0,2.0,1.0,8.0
4.0,7.0,0.0,0.0,0.0,1.0,1.0,20.,43.,230,38.,1.0,1.0,0.0,8.0
5.0,7.0,0.0,0.0,0.0,1.0,1.0,25.,41.,230,23.,1.0,0.0,0.0,2.0
7.0,7.0,0.0,0.0,0.0,1.0,1.0,31.,40.,230,25.,1.0,1.0,1.0,1.0
7.0,7.0,0.0,0.0,0.0,1.0,1.0,5.0,39.,230,24.,1.0,2.0,0.0,2.0
4.0,8.0,0.0,0.0,0.0,1.0,1.0,51.,38.,249,31.,1.0,0.0,0.0,4.0
1.0,8.0,0.0,0.0,0.0,1.0,1.0,22.,40.,249,22.,2.0,2.0,0.0,1.0
2.0,8.0,0.0,0.0,0.0,1.0,1.0,25.,41.,249,23.,1.0,0.0,0.0,4.0
2.0,8.0,0.0,0.0,0.0,1.0,1.0,10.,37.,249,28.,1.0,0.0,0.0,4.0
2.0,8.0,0.0,0.0,0.0,1.0,1.0,36.,33.,249,30.,1.0,2.0,1.0,8.0
2.0,8.0,0.0,0.0,0.0,1.0,1.0,20.,43.,249,38.,1.0,1.0,0.0,8.0
4.0,8.0,0.0,0.0,0.0,1.0,1.0,31.,40.,249,25.,1.0,1.0,1.0,4.0
1.0,8.0,0.0,0.0,0.0,1.0,1.0,51.,38.,249,31.,1.0,0.0,0.0,4.0
2.0,8.0,0.0,0.0,0.0,1.0,1.0,22.,40.,249,22.,2.0,2.0,0.0,8.0
4.0,8.0,0.0,0.0,0.0,1.0,1.0,16.,28.,249,25.,2.0,0.0,0.0,16.
2.0,8.0,0.0,0.0,0.0,1.0,1.0,11.,37.,249,29.,3.0,1.0,1.0,4.0
2.0,8.0,0.0,0.0,0.0,1.0,1.0,25.,41.,249,23.,1.0,0.0,0.0,1.0
2.0,8.0,0.0,0.0,0.0,1.0,1.0,10.,37.,249,28.,1.0,0.0,0.0,5.0
4.0,8.0,0.0,0.0,0.0,1.0,1.0,31.,40.,249,25.,1.0,1.0,1.0,2.0
1.0,8.0,0.0,0.0,0.0,1.0,1.0,50.,36.,249,23.,1.0,4.0,0.0,3.0
6.0,9.0,0.0,0.0,0.0,1.0,1.0,25.,41.,261,23.,1.0,0.0,0.0,1.0
6.0,9.0,0.0,0.0,0.0,1.0,1.0,25.,41.,261,23.,1.0,0.0,0.0,1.0
6.0,9.0,0.0,0.0,0.0,1.0,1.0,10.,37.,261,28.,1.0,0.0,0.0,3.0
6.0,9.0,0.0,0.0,0.0,1.0,1.0,12.,34.,261,25.,1.0,2.0,0.0,2.0
1.0,9.0,0.0,0.0,0.0,1.0,1.0,31.,40.,261,25.,1.0,1.0,1.0,2.0
2.0,9.0,0.0,0.0,0.0,1.0,1.0,26.,30.,261,19.,3.0,0.0,0.0,8.0
2.0,9.0,0.0,0.0,0.0,1.0,1.0,25.,47.,261,32.,1.0,2.0,1.0,1.0
5.0,9.0,0.0,0.0,0.0,1.0,1.0,51.,38.,261,31.,1.0,0.0,0.0,4.0
7.0,9.0,0.0,0.0,0.0,1.0,1.0,26.,28.,261,24.,1.0,1.0,2.0,1.0
5.0,9.0,0.0,0.0,0.0,1.0,1.0,26.,30.,261,19.,3.0,0.0,0.0,2.0
6.0,9.0,0.0,0.0,0.0,1.0,1.0,17.,31.,261,25.,1.0,3.0,0.0,8.0
6.0,9.0,0.0,0.0,0.0,1.0,1.0,52.,28.,261,27.,1.0,1.0,4.0,8.0
6.0,10.,1.0,0.0,0.0,0.0,1.0,48.,49.,284,36.,1.0,0.0,2.0,1.0
6.0,10.,1.0,0.0,0.0,0.0,1.0,16.,32.,284,25.,3.0,0.0,0.0,3.0
7.0,10.,0.0,0.0,0.0,1.0,1.0,25.,41.,284,23.,1.0,0.0,0.0,8.0
5.0,10.,1.0,0.0,0.0,0.0,1.0,48.,49.,284,36.,1.0,0.0,2.0,3.0
5.0,10.,0.0,0.0,0.0,1.0,1.0,31.,40.,284,25.,1.0,1.0,1.0,2.0
4.0,10.,0.0,0.0,0.0,1.0,1.0,10.,37.,284,28.,1.0,0.0,0.0,2.0
6.0,10.,0.0,0.0,0.0,1.0,1.0,48.,49.,284,36.,1.0,0.0,2.0,2.0
7.0,10.,0.0,0.0,0.0,1.0,1.0,31.,40.,284,25.,1.0,1.0,1.0,1.0
4.0,10.,0.0,0.0,0.0,1.0,1.0,26.,28.,284,24.,1.0,1.0,2.0,2.0
4.0,10.,0.0,0.0,0.0,1.0,1.0,17.,31.,284,25.,1.0,3.0,0.0,8.0
4.0,10.,0.0,0.0,0.0,1.0,1.0,17.,31.,284,25.,1.0,3.0,0.0,3.0
4.0,10.,0.0,0.0,0.0,1.0,1.0,26.,28.,284,24.,1.0,1.0,2.0,4.0
4.0,10.,0.0,0.0,0.0,1.0,1.0,17.,31.,284,25.,1.0,3.0,0.0,8.0
5.0,10.,0.0,0.0,0.0,1.0,1.0,51.,38.,284,31.,1.0,0.0,0.0,3.0
5.0,10.,1.0,0.0,0.0,0.0,1.0,14.,58.,284,22.,1.0,2.0,1.0,1.0
5.0,10.,0.0,0.0,0.0,1.0,1.0,31.,40.,284,25.,1.0,1.0,1.0,1.0
6.0,10.,1.0,0.0,0.0,0.0,1.0,17.,31.,284,25.,1.0,3.0,0.0,8.0
6.0,10.,1.0,0.0,0.0,0.0,1.0,26.,28.,284,24.,1.0,1.0,2.0,1.0
7.0,10.,1.0,0.0,0.0,0.0,1.0,17.,31.,284,25.,1.0,3.0,0.0,8.0
7.0,10.,1.0,0.0,0.0,0.0,1.0,26.,28.,284,24.,1.0,1.0,2.0,3.0
2.0,10.,0.0,0.0,0.0,1.0,1.0,29.,33.,284,25.,1.0,2.0,2.0,8.0
2.0,10.,1.0,0.0,0.0,0.0,1.0,16.,32.,284,25.,3.0,0.0,0.0,8.0
2.0,10.,1.0,0.0,0.0,0.0,1.0,25.,47.,284,32.,1.0,2.0,1.0,8.0
2.0,10.,0.0,0.0,0.0,0.0,1.0,26.,28.,284,24.,1.0,1.0,2.0,0.0
4.0,10.,1.0,0.0,0.0,0.0,1.0,26.,28.,284,24.,1.0,1.0,2.0,3.0
1.0,11.,0.0,0.0,1.0,0.0,1.0,51.,38.,268,31.,1.0,0.0,0.0,1.0
2.0,11.,0.0,0.0,0.0,1.0,1.0,10.,37.,268,28.,1.0,0.0,0.0,3.0
2.0,11.,1.0,0.0,0.0,0.0,1.0,16.,28.,268,25.,2.0,0.0,0.0,24.
4.0,11.,0.0,0.0,0.0,1.0,1.0,51.,38.,268,31.,1.0,0.0,0.0,1.0
1.0,11.,1.0,0.0,0.0,0.0,1.0,10.,37.,268,28.,1.0,0.0,0.0,8.0
2.0,11.,0.0,0.0,0.0,1.0,1.0,36.,33.,268,30.,1.0,2.0,1.0,8.0
4.0,11.,1.0,0.0,0.0,0.0,1.0,16.,32.,268,25.,3.0,0.0,0.0,8.0
4.0,11.,0.0,0.0,0.0,1.0,1.0,26.,28.,268,24.,1.0,1.0,2.0,4.0
1.0,11.,0.0,0.0,0.0,1.0,1.0,52.,28.,268,27.,1.0,1.0,4.0,8.0
2.0,11.,0.0,0.0,0.0,1.0,1.0,31.,40.,268,25.,1.0,1.0,1.0,2.0
3.0,11.,1.0,0.0,0.0,0.0,1.0,10.,37.,268,28.,1.0,0.0,0.0,2.0
3.0,11.,1.0,0.0,0.0,0.0,1.0,26.,28.,268,24.,1.0,1.0,2.0,3.0
7.0,11.,0.0,0.0,0.0,1.0,1.0,51.,38.,268,31.,1.0,0.0,0.0,1.0
7.0,11.,0.0,0.0,0.0,1.0,1.0,10.,37.,268,28.,1.0,0.0,0.0,8.0
1.0,11.,1.0,0.0,0.0,0.0,1.0,10.,37.,268,28.,1.0,0.0,0.0,8.0
1.0,11.,0.0,0.0,0.0,1.0,1.0,26.,28.,268,24.,1.0,1.0,2.0,2.0
1.0,11.,0.0,0.0,0.0,0.0,1.0,31.,40.,268,25.,1.0,1.0,1.0,0.0
2.0,11.,0.0,0.0,0.0,0.0,1.0,36.,33.,268,30.,1.0,2.0,1.0,0.0
3.0,11.,1.0,0.0,0.0,0.0,1.0,25.,47.,268,32.,1.0,2.0,1.0,4.0
3.0,11.,0.0,0.0,0.0,0.0,1.0,20.,43.,268,38.,1.0,1.0,0.0,0.0
4.0,11.,0.0,0.0,0.0,1.0,1.0,26.,28.,268,24.,1.0,1.0,2.0,2.0
4.0,11.,0.0,0.0,0.0,1.0,1.0,17.,31.,268,25.,1.0,3.0,0.0,8.0
7.0,11.,0.0,0.0,0.0,1.0,1.0,52.,28.,268,27.,1.0,1.0,4.0,2.0
6.0,12.,1.0,0.0,0.0,0.0,1.0,51.,38.,280,31.,1.0,0.0,0.0,32.
7.0,12.,0.0,0.0,0.0,1.0,1.0,31.,40.,280,25.,1.0,1.0,1.0,1.0
7.0,12.,0.0,0.0,0.0,1.0,1.0,26.,28.,280,24.,1.0,1.0,2.0,3.0
2.0,12.,1.0,0.0,0.0,0.0,1.0,26.,30.,280,19.,3.0,0.0,0.0,1.0
2.0,12.,0.0,0.0,0.0,1.0,1.0,26.,28.,280,24.,1.0,1.0,2.0,3.0
7.0,12.,0.0,0.0,0.0,1.0,1.0,26.,28.,280,24.,1.0,1.0,2.0,3.0
1.0,12.,1.0,0.0,0.0,0.0,1.0,52.,28.,280,27.,1.0,1.0,4.0,4.0
2.0,12.,0.0,0.0,1.0,0.0,1.0,22.,40.,280,22.,2.0,2.0,0.0,2.0
2.0,12.,0.0,0.0,0.0,1.0,1.0,20.,43.,280,38.,1.0,1.0,0.0,8.0
5.0,12.,0.0,0.0,1.0,0.0,1.0,51.,31.,280,21.,2.0,1.0,8.0,8.0
6.0,12.,1.0,0.0,0.0,0.0,1.0,26.,30.,280,19.,3.0,0.0,0.0,16.
6.0,12.,0.0,0.0,0.0,1.0,1.0,26.,28.,280,24.,1.0,1.0,2.0,2.0
1.0,12.,0.0,0.0,0.0,1.0,1.0,26.,28.,280,24.,1.0,1.0,2.0,3.0
5.0,12.,0.0,0.0,0.0,1.0,1.0,26.,28.,280,24.,1.0,1.0,2.0,2.0
6.0,12.,0.0,0.0,1.0,0.0,1.0,12.,34.,280,25.,1.0,2.0,0.0,80.
2.0,1.0,1.0,0.0,0.0,0.0,1.0,26.,30.,313,19.,3.0,0.0,0.0,24.
5.0,1.0,1.0,0.0,0.0,0.0,1.0,26.,30.,313,19.,3.0,0.0,0.0,16.
5.0,1.0,0.0,0.0,0.0,1.0,1.0,22.,40.,313,22.,2.0,2.0,0.0,2.0
6.0,1.0,0.0,0.0,0.0,1.0,1.0,22.,40.,313,22.,2.0,2.0,0.0,2.0
2.0,1.0,1.0,0.0,0.0,0.0,1.0,26.,30.,313,19.,3.0,0.0,0.0,3.0
4.0,1.0,0.0,0.0,0.0,1.0,1.0,22.,40.,313,22.,2.0,2.0,0.0,2.0
5.0,1.0,1.0,0.0,0.0,0.0,1.0,48.,49.,313,36.,1.0,0.0,2.0,8.0
6.0,1.0,0.0,0.0,1.0,0.0,1.0,22.,40.,313,22.,2.0,2.0,0.0,3.0
2.0,1.0,0.0,0.0,0.0,1.0,1.0,26.,30.,313,19.,3.0,0.0,0.0,2.0
3.0,1.0,0.0,0.0,1.0,0.0,1.0,12.,34.,313,25.,1.0,2.0,0.0,8.0
4.0,1.0,0.0,0.0,0.0,1.0,1.0,26.,30.,313,19.,3.0,0.0,0.0,2.0
4.0,1.0,0.0,0.0,0.0,1.0,1.0,51.,38.,313,31.,1.0,0.0,0.0,3.0
4.0,1.0,1.0,0.0,0.0,0.0,1.0,36.,33.,313,30.,1.0,2.0,1.0,8.0
5.0,1.0,0.0,0.0,0.0,1.0,1.0,51.,38.,313,31.,1.0,0.0,0.0,3.0
6.0,1.0,0.0,0.0,0.0,1.0,1.0,51.,38.,313,31.,1.0,0.0,0.0,2.0
7.0,2.0,1.0,0.0,0.0,0.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,8.0
7.0,2.0,0.0,0.0,0.0,1.0,1.0,26.,28.,264,24.,1.0,1.0,2.0,3.0
1.0,2.0,1.0,0.0,0.0,0.0,1.0,25.,47.,264,32.,1.0,2.0,1.0,8.0
1.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,2.0
2.0,2.0,0.0,0.0,0.0,1.0,1.0,26.,28.,264,24.,1.0,1.0,2.0,3.0
2.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,2.0
2.0,2.0,0.0,0.0,0.0,1.0,1.0,26.,30.,264,19.,3.0,0.0,0.0,2.0
3.0,2.0,0.0,0.0,0.0,1.0,1.0,15.,41.,264,28.,4.0,2.0,2.0,2.0
3.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,2.0
6.0,2.0,0.0,0.0,1.0,0.0,1.0,51.,31.,264,21.,2.0,1.0,8.0,2.0
6.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,2.0
7.0,2.0,1.0,0.0,0.0,0.0,1.0,26.,28.,264,24.,1.0,1.0,2.0,8.0
1.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,3.0
2.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,3.0
2.0,2.0,0.0,0.0,0.0,1.0,1.0,26.,28.,264,24.,1.0,1.0,2.0,3.0
2.0,2.0,1.0,0.0,0.0,0.0,1.0,26.,30.,264,19.,3.0,0.0,0.0,2.0
3.0,2.0,0.0,0.0,0.0,1.0,1.0,22.,40.,264,22.,2.0,2.0,0.0,2.0
3.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,3.0
1.0,2.0,1.0,0.0,0.0,0.0,1.0,51.,31.,264,21.,2.0,1.0,8.0,3.0
1.0,2.0,0.0,0.0,0.0,1.0,1.0,26.,30.,264,19.,3.0,0.0,0.0,2.0
1.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,2.0
2.0,2.0,1.0,0.0,0.0,0.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,8.0
3.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,2.0
6.0,2.0,0.0,0.0,0.0,1.0,1.0,12.,34.,264,25.,1.0,2.0,0.0,5.0
6.0,2.0,0.0,0.0,0.0,1.0,1.0,16.,32.,264,25.,3.0,0.0,0.0,3.0
6.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,2.0
6.0,2.0,1.0,0.0,0.0,0.0,1.0,26.,28.,264,24.,1.0,1.0,2.0,2.0
7.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,2.0
7.0,2.0,0.0,0.0,0.0,1.0,1.0,25.,47.,264,32.,1.0,2.0,1.0,2.0
7.0,2.0,0.0,0.0,0.0,1.0,1.0,26.,28.,264,24.,1.0,1.0,2.0,2.0
1.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,2.0
2.0,2.0,0.0,0.0,0.0,1.0,1.0,51.,38.,264,31.,1.0,0.0,0.0,2.0
3.0,2.0,0.0,0.0,0.0,1.0,1.0,16.,32.,264,25.,3.0,0.0,0.0,2.0
6.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,2.0
6.0,3.0,0.0,0.0,0.0,1.0,1.0,25.,47.,222,32.,1.0,2.0,1.0,2.0
7.0,3.0,0.0,0.0,0.0,1.0,1.0,14.,58.,222,22.,1.0,2.0,1.0,3.0
7.0,3.0,0.0,0.0,0.0,1.0,1.0,25.,47.,222,32.,1.0,2.0,1.0,3.0
7.0,3.0,1.0,0.0,0.0,0.0,1.0,14.,58.,222,22.,1.0,2.0,1.0,112
1.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,2.0
2.0,3.0,0.0,0.0,0.0,1.0,1.0,26.,28.,222,24.,1.0,1.0,2.0,2.0
2.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,3.0
2.0,3.0,0.0,0.0,0.0,1.0,1.0,26.,28.,222,24.,1.0,1.0,2.0,2.0
3.0,3.0,0.0,0.0,0.0,1.0,1.0,26.,30.,222,19.,3.0,0.0,0.0,3.0
6.0,3.0,0.0,0.0,0.0,1.0,1.0,16.,32.,222,25.,3.0,0.0,0.0,3.0
6.0,3.0,0.0,0.0,1.0,0.0,1.0,52.,28.,222,27.,1.0,1.0,4.0,8.0
7.0,3.0,1.0,0.0,0.0,0.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,8.0
1.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,2.0
2.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,3.0
3.0,3.0,0.0,0.0,0.0,1.0,1.0,26.,30.,222,19.,3.0,0.0,0.0,2.0
6.0,3.0,1.0,0.0,0.0,0.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,4.0
6.0,3.0,1.0,0.0,0.0,0.0,1.0,25.,47.,222,32.,1.0,2.0,1.0,2.0
6.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,3.0
6.0,3.0,1.0,0.0,0.0,0.0,1.0,26.,28.,222,24.,1.0,1.0,2.0,8.0
7.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,2.0
1.0,3.0,0.0,0.0,0.0,1.0,1.0,36.,33.,222,30.,1.0,2.0,1.0,8.0
1.0,3.0,0.0,0.0,0.0,1.0,1.0,14.,58.,222,22.,1.0,2.0,1.0,2.0
1.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,2.0
2.0,3.0,0.0,0.0,0.0,1.0,1.0,25.,47.,222,32.,1.0,2.0,1.0,3.0
2.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,3.0
3.0,3.0,0.0,0.0,0.0,1.0,1.0,26.,30.,222,19.,3.0,0.0,0.0,2.0
3.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,3.0
7.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,3.0
1.0,3.0,0.0,0.0,0.0,1.0,1.0,15.,46.,222,25.,1.0,2.0,0.0,8.0
1.0,3.0,1.0,0.0,0.0,0.0,1.0,12.,34.,222,25.,1.0,2.0,0.0,24.
1.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,3.0
2.0,3.0,0.0,0.0,0.0,1.0,1.0,51.,38.,222,31.,1.0,0.0,0.0,3.0
6.0,3.0,1.0,0.0,0.0,0.0,1.0,26.,30.,222,19.,3.0,0.0,0.0,2.0
6.0,3.0,0.0,0.0,1.0,0.0,1.0,36.,33.,222,30.,1.0,2.0,1.0,104
1.0,3.0,0.0,0.0,0.0,1.0,1.0,17.,31.,222,25.,1.0,3.0,0.0,8.0
3.0,4.0,1.0,0.0,0.0,0.0,1.0,26.,28.,246,24.,1.0,1.0,2.0,8.0
3.0,4.0,1.0,0.0,0.0,0.0,1.0,10.,37.,246,28.,1.0,0.0,0.0,8.0
4.0,4.0,0.0,0.0,1.0,0.0,1.0,52.,28.,246,27.,1.0,1.0,4.0,8.0
5.0,4.0,0.0,0.0,1.0,0.0,1.0,25.,47.,246,32.,1.0,2.0,1.0,8.0
6.0,4.0,1.0,0.0,0.0,0.0,1.0,29.,33.,246,25.,1.0,2.0,2.0,8.0
7.0,4.0,0.0,0.0,0.0,1.0,1.0,26.,30.,246,19.,3.0,0.0,0.0,2.0
3.0,4.0,1.0,0.0,0.0,0.0,1.0,17.,31.,246,25.,1.0,3.0,0.0,24.
4.0,4.0,0.0,1.0,0.0,0.0,1.0,22.,40.,246,22.,2.0,2.0,0.0,2.0
4.0,4.0,0.0,0.0,0.0,1.0,1.0,13.,50.,246,31.,1.0,1.0,0.0,3.0
4.0,4.0,0.0,0.0,0.0,1.0,1.0,52.,28.,246,27.,1.0,1.0,4.0,2.0
5.0,4.0,1.0,0.0,0.0,0.0,1.0,10.,37.,246,28.,1.0,0.0,0.0,2.0
7.0,4.0,0.0,0.0,0.0,1.0,1.0,11.,37.,246,29.,3.0,1.0,1.0,8.0
7.0,4.0,0.0,0.0,0.0,1.0,1.0,26.,30.,246,19.,3.0,0.0,0.0,2.0
3.0,4.0,0.0,0.0,1.0,0.0,1.0,26.,28.,246,24.,1.0,1.0,2.0,8.0
4.0,4.0,0.0,1.0,0.0,0.0,1.0,16.,32.,246,25.,3.0,0.0,0.0,3.0
7.0,4.0,0.0,0.0,0.0,1.0,1.0,26.,30.,246,19.,3.0,0.0,0.0,2.0
4.0,4.0,0.0,0.0,0.0,1.0,1.0,12.,34.,246,25.,1.0,2.0,0.0,4.0
6.0,4.0,0.0,0.0,1.0,0.0,1.0,26.,28.,246,24.,1.0,1.0,2.0,8.0
6.0,4.0,1.0,0.0,0.0,0.0,1.0,13.,50.,246,31.,1.0,1.0,0.0,2.0
7.0,4.0,0.0,0.0,0.0,1.0,1.0,26.,30.,246,19.,3.0,0.0,0.0,2.0
1.0,5.0,0.0,0.0,0.0,1.0,1.0,11.,37.,237,29.,3.0,1.0,1.0,8.0
3.0,5.0,0.0,0.0,1.0,0.0,1.0,15.,41.,237,28.,4.0,2.0,2.0,3.0
3.0,5.0,0.0,0.0,0.0,1.0,1.0,16.,32.,237,25.,3.0,0.0,0.0,2.0
3.0,5.0,1.0,0.0,0.0,0.0,1.0,10.,37.,237,28.,1.0,0.0,0.0,3.0
3.0,5.0,0.0,0.0,0.0,1.0,1.0,20.,43.,237,38.,1.0,1.0,0.0,8.0
4.0,5.0,1.0,0.0,0.0,0.0,1.0,26.,30.,237,19.,3.0,0.0,0.0,1.0
4.0,5.0,0.0,0.0,0.0,1.0,1.0,31.,40.,237,25.,1.0,1.0,1.0,2.0
4.0,5.0,1.0,0.0,0.0,0.0,1.0,15.,41.,237,28.,4.0,2.0,2.0,8.0
5.0,5.0,0.0,0.0,1.0,0.0,1.0,26.,43.,237,25.,1.0,2.0,1.0,64.
5.0,5.0,0.0,0.0,0.0,1.0,1.0,15.,41.,237,28.,4.0,2.0,2.0,8.0
5.0,5.0,0.0,0.0,0.0,1.0,1.0,26.,30.,237,19.,3.0,0.0,0.0,2.0
1.0,5.0,0.0,0.0,0.0,1.0,1.0,13.,50.,237,31.,1.0,1.0,0.0,2.0
2.0,5.0,1.0,0.0,0.0,0.0,1.0,13.,50.,237,31.,1.0,1.0,0.0,3.0
2.0,5.0,0.0,0.0,0.0,1.0,1.0,10.,37.,237,28.,1.0,0.0,0.0,1.0
2.0,5.0,0.0,0.0,0.0,0.0,1.0,13.,50.,237,31.,1.0,1.0,0.0,0.0
3.0,5.0,0.0,0.0,0.0,1.0,1.0,26.,30.,237,19.,3.0,0.0,0.0,2.0
3.0,5.0,0.0,0.0,0.0,0.0,1.0,49.,36.,237,21.,1.0,2.0,4.0,0.0
5.0,5.0,0.0,1.0,0.0,0.0,1.0,22.,40.,237,22.,2.0,2.0,0.0,1.0
1.0,5.0,1.0,0.0,0.0,0.0,1.0,12.,34.,237,25.,1.0,2.0,0.0,48.
1.0,5.0,1.0,0.0,0.0,0.0,1.0,16.,32.,237,25.,3.0,0.0,0.0,8.0
3.0,5.0,0.0,0.0,0.0,1.0,1.0,31.,40.,237,25.,1.0,1.0,1.0,8.0
3.0,5.0,1.0,0.0,0.0,0.0,1.0,22.,40.,237,22.,2.0,2.0,0.0,8.0
3.0,5.0,1.0,0.0,0.0,0.0,1.0,26.,28.,237,24.,1.0,1.0,2.0,3.0
4.0,5.0,1.0,0.0,0.0,0.0,1.0,16.,28.,237,25.,2.0,0.0,0.0,8.0
4.0,5.0,0.0,0.0,0.0,1.0,1.0,16.,32.,237,25.,3.0,0.0,0.0,2.0
4.0,5.0,0.0,0.0,0.0,1.0,1.0,31.,40.,237,25.,1.0,1.0,1.0,2.0
